text,category,source,language,text_original_en
"Я пытаюсь найти чертову компенсацию, помогите мне.",return_exchange,bitext,ru,I'm trying to find a fucking reimbursement help me
"нужно отправить этот чертов товар обратно, где я могу это сделать",return_exchange,bitext,ru,need to send a fucking item back where could i do it
"мне нужно вернуть чертов товар онлайн, как я могу это сделать",return_exchange,bitext,ru,i have to return a fucking product online how can i do it
"Я ищу гребаный возврат денег, помогите мне.",return_exchange,bitext,ru,I'm looking for a fucking refund helpme
"некоторые продукты в моей посылке указаны неверно, мне нужна помощь, чтобы сообщить о них",return_exchange,bitext,ru,"someproducts in my shipment are incorrect, I need assistance reporting them"
"Я ищу информацию о офигенном товаре в магазине, где я могу его найти?",return_exchange,bitext,ru,"I'm looking for information about a fucking product in store, where can I find it?"
одна из посылок в моей доставке чертовски сломана. Не могли бы вы помочь мне сообщить об этом?,return_exchange,bitext,ru,"one of the packages in my delivery is fucking broken, could you help me reporting it?"
как мне вернуть некоторые товары в магазин?,return_exchange,bitext,ru,how do I return some items in shop?
куда я могу отправить обратно этот чертов товар?,return_exchange,bitext,ru,where coulds I send back a fucking item?
"Мне нужно чертово возмещение, могу ли я его запросить?",return_exchange,bitext,ru,"I want a fucking reimbursement, could I request it?"
"Я бы хотел вернуть чертовы вещи из Интернета, как мне это сделать?",return_exchange,bitext,ru,I'd like to return fucking items online how do i do it
"моя чертова доставка неправильная, я хочу сообщить об этом",return_exchange,bitext,ru,my fuckkng delivery is wrong i wanna report it
"хочу обменять купленный товар, помогите мне",return_exchange,bitext,ru,wanna exchange an item  i bought help me
"Я хотел бы вернуть товар, купленный онлайн в магазине, вы мне поможете?",return_exchange,bitext,ru,I'd like to return na item i purchased online in store will ya help me
"Я хотел бы отправить товар обратно, где я могу это сделать",return_exchange,bitext,ru,id like to send back an item where could i do it
"Я хотел бы вернуть чертов товар, который я купил в магазине онлайн, помогите мне.",return_exchange,bitext,ru,"I would like to return a fucking product I bought online in store, help me"
"мне нужно вернуть чертов товар, который я купил в магазине онлайн, как я могу это сделать",return_exchange,bitext,ru,i got to return an fucking item i bought online in store how could i do it
"Я получил продукт не той модели, мне нужна помощь, чтобы сообщить об этом",return_exchange,bitext,ru,i got a product in the wrong model i need help reporting it
"Я хотел бы узнать о вашей чертовой политике возврата, где я могу получить дополнительную информацию",return_exchange,bitext,ru,id like to know about ur fucking return policy where could i get more information
"один из продуктов, которые я купил, был чертовски раздавлен, можно ли сообщить об этом?",return_exchange,bitext,ru,one of the products i bought was fucking crushed is it opssible to report it
"мне нужно посмотреть твои правила возврата, где мне это сделать",return_exchange,bitext,ru,i got to see ur return policy where do i do it
"Я указал неправильный товар, мне нужна помощь, чтобы сообщить об этом",return_exchange,bitext,ru,"am item is wrong, I need help to report it"
"Я хочу получить возмещение, вы мне поможете?",return_exchange,bitext,ru,"I want to get a reimbursement, will you help me?"
"Я хочу обменять чертов товар, где я могу это сделать?",return_exchange,bitext,ru,"I want to exchange the fucking products, where could I do it?"
"Я хочу отправить обратно купленный товар, могу ли я получить помощь?",return_exchange,bitext,ru,"I wan to send back a product I bought, can I get some help?"
"какой-то чертов предмет неправильный, помогите мне сообщить об этом",return_exchange,bitext,ru,"a fuckimg item is wrong, help me reporting it"
как мне вернуть некоторые чертовы вещи вне периода возврата?,return_exchange,bitext,ru,hw do i return some fucking items outside the return period
Мне нужна помощь в обмене чертовой вещи в магазине.,return_exchange,bitext,ru,I want asistance to exchange a fucking item in store
"мне нужно вернуть чертов товар, который я купил в магазине, где я могу это сделать",return_exchange,bitext,ru,i got to return an fucking item i bought online in store where can i do it
"мне нужно вернуть чертов товар, может мне поможет",return_exchange,bitext,ru,i got to return a fucking product could uhelp me
"мне нужно обменять гребаный заказ, который я купил, помогите мне",return_exchange,bitext,ru,i have to exchange an fucking order i bought help me
"некоторые чертовы продукты, которые я получил, были сломаны, помогите мне сообщить о них",return_exchange,bitext,ru,"some fucking products I received was broken, help me reporting them"
"мне нужно обменять чертову вещь, которую я купил в магазине, где мне это сделать",return_exchange,bitext,ru,i have to exchange a fucking item i bought online in store where do i do it
можешь ли ты помочь мне вернуть товар онлайн?,return_exchange,bitext,ru,can ya help me return an item onlind
"Я хотел бы обменять некоторые купленные вещи, где мне это сделать",return_exchange,bitext,ru,id like to exchange some items i purchased where do i do it
"Мне нужна помощь в обмене товара, который я купил онлайн в магазине.",return_exchange,bitext,ru,I want help exchanging an product I bought online in store
"Мне нужна помощь, чтобы отправить обратно чертов товар.",return_exchange,bitext,ru,I want assistance to sendback a fucking product
"Мне нужна информация о вашем процессе возврата, как я могу ее получить?",return_exchange,bitext,ru,"I want informationabout your return process, how could I get it?"
Мне нужна помощь для обмена купленных мной товаров,return_exchange,bitext,ru,I need assistance to exchange the producs I purchased
"продукт, который я заказал, неправильный, помогите мне сообщить об этом",return_exchange,bitext,ru,the product i ordered is incorrect can uhelp me to report it
"мне нужна информация о чертовом товаре в магазине, где я могу его получить",return_exchange,bitext,ru,i want information about a fucking item in store where could i get it
как обменять товар в магазине?,return_exchange,bitext,ru,how do I exchange na item in store?
"Я купил товар, но хочу отправить его обратно. Можете мне помочь?",return_exchange,bitext,ru,i bought a product ubt i wanna send back can uhelp me
"чертов товар в моей посылке неправильный, сообщите об этом",return_exchange,bitext,ru,an fucking product in my shipment is incorrect report it
"отправленный товар чертовски раздавлен, могу ли я сообщить об этом?",return_exchange,bitext,ru,a shipped item is fucking crushed can  i report it
"Я хотел бы запросить возврат средств, могу ли я получить некоторую помощь?",return_exchange,bitext,ru,"I would like to request a refund, could I get some help?"
"Я бы хотел вернуть чертов товар онлайн, где мне это сделать?",return_exchange,bitext,ru,I'd like to return a fucking item online where do i do it
"Я бы хотел отправить чертов заказ обратно, ты мне поможешь?",return_exchange,bitext,ru,"I'd like to send a fucking order back, will you help me?"
можно ли вернуть чертов товар?,return_exchange,bitext,ru,isit possible to return a fucking item?
"Я хочу возмещение, вы поможете мне его запросить?",return_exchange,bitext,ru,"I want a reimbursement, will you help me requesting it?"
"Я хотел бы получить чертову компенсацию, где я могу это сделать?",return_exchange,bitext,ru,I'd like to get a fucking reimbursement where can i do it
"т. е. если вы хотите сообщить о неправильном продукте, это может мне помочь.",return_exchange,bitext,ru,ie like to report a wrong product could uhelp me
"Я хочу, чтобы хелп вернул чертов товар",return_exchange,bitext,ru,I want hjelp to return a fucking item
"Я хочу чертово возмещение, ты поможешь мне его запросить?",return_exchange,bitext,ru,"I want a fucking reimbursmeent, will you help me to request it?"
"нужно обменять чертову вещь, как я могу это сделать",return_exchange,bitext,ru,need to exchange a fucking item how could i do it
"Я хочу потребовать чертовски возмещение, где я могу это сделать?",return_exchange,bitext,ru,"I want to request a fucking reimbursement, where could I do it?"
возможен ли обмен товара в магазине,return_exchange,bitext,ru,is it possible to exchange an item in store
"чертов товар, который я заказал, неправильный, мне нужна помощь, чтобы сообщить об этом",return_exchange,bitext,ru,the fucking item i ordered is incorrect i need help to report it
"Мне нужна компенсация, как я могу ее получить?",return_exchange,bitext,ru,"I need a reimbursement,how could I get it?"
я ищу возмещение,return_exchange,bitext,ru,im looking for an reimbursement
"Мне нужно вернуть товар, купленный онлайн, в магазин. Могу ли я получить помощь?",return_exchange,bitext,ru,"I have to return a product I purchased online in store, can I get some help?"
"Мне нужно вернуть чертову вещь онлайн, ты можешь мне помочь?",return_exchange,bitext,ru,need to rfeturn a fucking item online could ya help me
как обменять купленные мной чертовы товары?,return_exchange,bitext,ru,how to exchange the fucking products I purchased?
"какие чертовы вещи, которые я получил, неправильные, вы поможете мне сообщить о них?",return_exchange,bitext,ru,"the fucking items I got are wrong, will you help me report them ?"
некоторые предметы сломаны. Можете ли вы помочь мне сообщить о них?,return_exchange,bitext,ru,"some items are broken, can you help me reporting them ?"
Можете ли вы помочь мне проверить вашу политику возврата?,return_exchange,bitext,ru,caqn you help me to check your return policy?
"моя посылка была чертовски повреждена при доставке, можете ли вы сообщить об этом?",return_exchange,bitext,ru,"my package was fucking damaged in shipping, can you report it?"
как я могу найти информацию о товаре в магазине,return_exchange,bitext,ru,how can i find information about an item in store
"Я хочу обменять эти чертовы заказы, которые я купил, где мне это сделать?",return_exchange,bitext,ru,"I want to exchange thd fucking orders I bought, where do I do it?"
"гребаный продукт, который я получил, был раздавлен, мог бы сообщить об этом",return_exchange,bitext,ru,the fucking product i received was crushed could ureport it
"Я должен запросить возмещение, как я могу это сделать?",return_exchange,bitext,ru,"I got to rquest a reimbursement, how could I do it?"
"Мне нужно вернуть товар, купленный онлайн, в магазин. Можете ли вы мне помочь?",return_exchange,bitext,ru,"I need to return a product I purchased online in store, can you help me?"
"Я хотел бы вернуть в магазин чертов товар, купленный в Интернете, где я могу это сделать?",return_exchange,bitext,ru,"I'd like to return an fucking product I bought online in store, where can I do it?"
Я хотел бы запросить возмещение,return_exchange,bitext,ru,I'd like to request a reimbursement
"чертовы продукты, которые я заказал, неверны. Вы поможете мне сообщить о них?",return_exchange,bitext,ru,"the fucking products I ordered are incorrect, will you help me reporting them?"
"мне нужно вернуть товары онлайн, могу ли я получить помощь",return_exchange,bitext,ru,i got to return ites online can i get some help
"мне нужно вернуть заказ, только где мне это сделать",return_exchange,bitext,ru,i got to return an order onlie where do i do it
"Я ищу информацию о чертовом товаре в магазине, мне нужна помощь.",return_exchange,bitext,ru,"I am looking for information about a fucking product in store, I ned help"
"я купил товар, но он мне не нравится, можно ли отправить его обратно",return_exchange,bitext,ru,i purchased an product but i dont like it is it possible to send it back
"Я хотел бы вернуть чертовы товары из Интернета, мне нужна помощь",return_exchange,bitext,ru,I'd like to return fucking items online i need assistance
"Мне нужно отправить товар обратно, могу ли я получить помощь?",return_exchange,bitext,ru,"I need to send an item back, could I get some help ?"
"Мне нужно обменять купленные мной чертовы заказы, как это сделать?",return_exchange,bitext,ru,"I have to exchange the fucking orders I purchased, how to do it?"
"Я хочу вернуть чертову вещь, купленную в интернет-магазине, мне нужна помощь",return_exchange,bitext,ru,I'd like to return a fucking item i purchased online instore i need help
"Мне нужно вернуть деньги, помогите мне.",return_exchange,bitext,ru,"I have to get a refund, help me"
Я бы хотел вернуть чертов товар онлайн,return_exchange,bitext,ru,I'd like to return a fucking product online
как я могу вернуть некоторые чертовы товары вне срока возврата?,return_exchange,bitext,ru,how could I return some fucking products outside the return period?
"Я хочу отправить товар обратно, как мне это сделать?",return_exchange,bitext,ru,"I want to send a product back, how can I do it?"
"я должен сообщить о неправильном товаре, вы мне поможете?",return_exchange,bitext,ru,i have to report an incorrect item will ya help me
"Я хотел бы вернуть товар, который я купил в магазине онлайн",return_exchange,bitext,ru,I'd like to retun a product i purchased online in store
"моя посылка прибыла чертовски поврежденной, не могли бы вы помочь мне сообщить об этом?",return_exchange,bitext,ru,"my package arrived fucking damaged, could you help me reportingit?"
как я могу вернуть товар в магазин,return_exchange,bitext,ru,how  could i return an item in store
мне нужна помощь в обмене купленных мной товаров,return_exchange,bitext,ru,i need help to exchange the productsi purchased
"Я бы хотел вернуть этот чертов заказ, мне нужна помощь.",return_exchange,bitext,ru,"I'd like to swnd a fucking order back, I need help"
"Я хотел бы обменять некачественный товар в магазине, где я могу это сделать?",return_exchange,bitext,ru,"I would like to exchange a ficking product in store, where could I do it?"
"мне нужно обменять товар в магазине, как я могу это сделать",return_exchange,bitext,ru,i have to exchange a product ni store how could i do it
"Мне нужно вернуть чертов заказ, помогите мне.",return_exchange,bitext,ru,"I have to return an fucking order, help me"
"Я хотел бы вернуть товар, купленный онлайн, в магазин. Можете ли вы мне помочь?",return_exchange,bitext,ru,"I would like to return a product I bought online in store, can you help me?"
"можно ли вернуть некоторые товары, которые были по акции",return_exchange,bitext,ru,is it possible to return some products that were on sale
"Я хочу обменять в магазине чертов товар, купленный онлайн, как мне это сделать?",return_exchange,bitext,ru,"I want to exchange a fucking product I bought online in store, how could I do it?"
"Я хотел бы обменять товар в магазине, могу ли я получить помощь?",return_exchange,bitext,ru,"I would like to exchange an item in store, could I get some help?"
куда вернуть чертов товар онлайн,return_exchange,bitext,ru,where to return a fuckng item online
"Мне нужно увидеть твою чертову обратную почту, как я могу это сделать?",return_exchange,bitext,ru,"I got to see your fucking return poicy, how can I do it?"
"мне нужно запросить чертов возврат денег, мне нужна помощь",return_exchange,bitext,ru,i got to request a fucking refunf i need help
"некоторые предметы чертовски повреждены, как мне сообщить о них?",return_exchange,bitext,ru,"some items are fukcing damaged, how do I report them?"
как мне увидеть твою чертову политику возврата?,return_exchange,bitext,ru,how do I see your fucking return policy?
"я купил товар, но хочу вернуть его, мне нужна помощь",return_exchange,bitext,ru,i purchased a item but i wanna return i need assistance
"мне нужно запросить возмещение, можете ли вы мне помочь?",return_exchange,bitext,ru,i got to request an reimbursement can ya help me
"Я хочу вернуть товары онлайн, мне нужна помощь",return_exchange,bitext,ru,"I want to rturn items online, I need help"
"Я хочу вернуть заказы онлайн, где мне это сделать?",return_exchange,bitext,ru,"I'd like to return orders online, where do I do it?"
"если я хочу обменять то, что купил, это поможет мне",return_exchange,bitext,ru,nded to exchange what i purchased will uhelp me
"в моей доставке поврежденный товар, не могли бы вы помочь мне сообщить об этом?",return_exchange,bitext,ru,"my delivery has a damaged product, could you help me to report it?"
"Я бы хотел вернуть деньги, где мне это сделать?",return_exchange,bitext,ru,"I'd like to get a fucking refund, where do I do it?"
"Мне нужна чертова компенсация, помоги мне ее получить.",return_exchange,bitext,ru,"I need a fucking reimbursement, help mee to get it"
Я бы не хотел требовать возврата денег. Не могли бы вы мне помочь?,return_exchange,bitext,ru,"I would like ot request a fucking refund, could you help me?"
"Я бы хотел обменять чертов товар в магазине, где я могу это сделать?",return_exchange,bitext,ru,I'd like to exchange a fucking product in store where can i do it
"я купил товар, но он мне не нравится, могу ли я его вернуть?",return_exchange,bitext,ru,i purchased a producg but i dont like it can i return it
"Я хочу вернуть купленный товар, мне нужна помощь",return_exchange,bitext,ru,"I want to srnd back a product I purchased, I need assistance"
"мне нужно обменять товар, который я купил в магазине ni store, как мне это сделать",return_exchange,bitext,ru,i have to exchange an item i purchased online ni store how could i do it
"Товар, который я получил, неправильный, мне нужна помощь, чтобы сообщить об этом",return_exchange,bitext,ru,"the item I received is incorrect , I need help to report it"
"Мне нужно вернуть в магазин чертов товар, который я купил в Интернете. Могу ли я получить помощь?",return_exchange,bitext,ru,"I have to return a fucking product I purchased online in store, can I get some help?"
"некоторые чертовы вещи в моей посылке неправильные, не могли бы вы сообщить о них?",return_exchange,bitext,ru,"some fucking items in my package are wrong, could you report them?"
один из купленных мною предметов был чертовски раздавлен. Вы поможете мне сообщить об этом?,return_exchange,bitext,ru,"one of the items I purchased was fucking crushed , will you help me report it?"
"мне нужно обменять кое-какие вещи, которые я купил, мне нужна помощь",return_exchange,bitext,ru,i have to exchange some fucking items i purchased i need assistance
"Мне нужно потребовать возврат средств, где я могу это сделать?",return_exchange,bitext,ru,"I have to request a fucking refund, where can I do it?"
"Я хочу вернуть товар онлайн, где я могу это сделать?",return_exchange,bitext,ru,"I would like to return items online, where can I doit?"
"Я хочу обменять купленный мной чертов товар, где мне это сделать?",return_exchange,bitext,ru,"I want to exchange the fucking products I purchased, where do I do it?"
"Я хочу сообщить о сломанном товаре, как мне это сделать?",return_exchange,bitext,ru,"I would like to report a broken product, how do I do it?"
где я могу вернуть чертов заказ онлайн,return_exchange,bitext,ru,where can i return a fucking order online
"Я хочу узнать о вашей чертовой политике возврата, можете ли вы найти какую-нибудь информацию?",return_exchange,bitext,ru,"I want to know about your fucking return policy, could you find some information?"
"мне нужно проверить твою чертову политику возврата, как я могу это сделать",return_exchange,bitext,ru,i got to check ur fucking return  policy how can i do it
чертовы продукты в моей доставке неверны. Не могли бы вы помочь мне сообщить о них?,return_exchange,bitext,ru,"fucking products in my delivery are incorrect, could you help me report them ?"
нужно обменять товар в магазине как это сделать,return_exchange,bitext,ru,need to exchange a product in store how to do it
"Мне нужно вернуть товар онлайн, как я могу это сделать?",return_exchange,bitext,ru,"I got to return an item online, how can I do it?"
"я хочу вернуть деньги, помогите мне запросить это",return_exchange,bitext,ru,i want a refundd help me request it
"Мне нужно вернуть товар онлайн, где я могу это сделать?",return_exchange,bitext,ru,"I have to return products online , where could I do it?"
"Мне нужно обменять купленные вещи, где это сделать?",return_exchange,bitext,ru,"I got to exchange the fucking items I bought, where to doit?"
"Я хотел бы обменять некоторые товары, где это сделать?",return_exchange,bitext,ru,"I'd like to exchange some products, where to do it?"
"чертов продукт, который я получил, был поврежден, мне нужна помощь, чтобы сообщить об этом",return_exchange,bitext,ru,the fucking product  i got was damaged i need assistance reporting it
Я ищу информацию о твоем чертовом процессе возврата.,return_exchange,bitext,ru,I'm looking for information about your fucking return process
"Мне нужно обменять товар в магазине, вы мне поможете?",return_exchange,bitext,ru,"I need to exchange a product in store, acn you help me?"
"некоторые предметы сломаны, вы поможете мне сообщить о них?",return_exchange,bitext,ru,"some items are broken, will you help me to report them?"
"Я хотел бы вернуть чертову вещь, вы можете мне помочь?",return_exchange,bitext,ru,"I'd like to return a fucking item, can you help me?"
"мне нужно вернуть чертовы вещи онлайн, как это сделать",return_exchange,bitext,ru,i have to return fucking items online how to do it
"Мне нужно получить возмещение, мне нужна помощь",return_exchange,bitext,ru,"I hve to get a reimbursement, I need assistance"
"Мне нужно вернуть товар, купленный онлайн, в магазин, где мне это сделать?",return_exchange,bitext,ru,"I need to return an item I purchased online in store, where do I do it?"
"Я ищу информацию о чертовом товаре в магазине, помогите мне.",return_exchange,bitext,ru,I'm looking for information about a fucking itemn in store will uhelp me
"Я хотел бы обменять купленный товар, не могли бы вы мне помочь?",return_exchange,bitext,ru,"I would like to exchange a fuucking product I purchased, could you help me?"
"мне нужно вернуть товар онлайн, как это сделать",return_exchange,bitext,ru,i have to return an itemn online how to do it
могу ли я вернуть некоторые чертовы вещи в магазине,return_exchange,bitext,ru,can i return some fuckig items in shop
"Мне нужно вернуть деньги, как это сделать?",return_exchange,bitext,ru,"I got to get a refund, how to do it ?"
"один из купленных мной товаров был чертовски поврежден, могу ли я сообщить об этом?",return_exchange,bitext,ru,one of  the items i purchased was fucking damaged could i report it
"некоторые товары повреждены, сообщите об этом",return_exchange,bitext,ru,some products are damaged repolrt them
"мне не нравится то, что я купил, ты поможешь мне это проверить?",return_exchange,bitext,ru,i dont like what i bought will ya help  me check it
Можете ли вы помочь мне обменять купленные мной товары?,return_exchange,bitext,ru,can ya help me exchangee the products i bought
Можно ли вернуть товар в магазине?,return_exchange,bitext,ru,is it possible to return a product at the shop?
помогите мне вернуть чертов товар,return_exchange,bitext,ru,helpme send back a fucking item
можно ли вернуть некоторые чертовы вещи в магазин?,return_exchange,bitext,ru,would it be possible to return some fucming items in shop?
Можете ли вы помочь мне обменять товар в магазине?,return_exchange,bitext,ru,can you help me exchanging a product in store ?
"чертовы вещи, которые я получил, были чертовски повреждены, я хочу сообщить о них",return_exchange,bitext,ru,"the fucking items I got were fucking damaged,  I want to report them"
"Мне нужна информация о твоем чертовом процессе возвращения, как я могу ее получить?",return_exchange,bitext,ru,"I'd like information about your fucking return process, how could I get it?"
как я могу вернуть некоторые чертовы вещи в магазин?,return_exchange,bitext,ru,how can I return some fucking items at the shop?
"не мог бы ты помочь мне обменять некоторые чертовы вещи, которые я купил?",return_exchange,bitext,ru,could yua help me exchange some fucking items i purchased
"Я хотел бы вернуть товар, купленный в Интернете, в магазине, где я могу это сделать",return_exchange,bitext,ru,id like to return an item i purchased online in store where could i do it
Мне нужно обменять чертов товар в магазине.,return_exchange,bitext,ru,I got to exchange an fucking product in store
"могу ли я обменять эти чертовы заказы, которые купил?",return_exchange,bitext,ru,could I exchangethe fucking orders I bought?
"Я хочу обменять товар, купленный онлайн, в магазине, как мне это сделать?",return_exchange,bitext,ru,"I'd like to exchange an item I purchased online in store, how could I do it?"
Мне нужно отправить обратно чертов заказ,return_exchange,bitext,ru,I got to sendback a fucking order
"Я хочу отправить товар обратно, вы мне поможете?",return_exchange,bitext,ru,"I want to send an item back, will you help me?"
"мне нужно обменять предметы, где мне это сделать",return_exchange,bitext,ru,i have to ezchange the items where do i do it
"Я хотел бы обменять товар, купленный онлайн, в магазине, где я могу это сделать?",return_exchange,bitext,ru,"I would like to  exchange a product I purchased online in store, where can I do it?"
"мне нужно обменять купленные вещи, как я могу это сделать",return_exchange,bitext,ru,i got to exchange the items i bought how can i do it
"мне нужна помощь, чтобы запросить гребаный возврат средств",return_exchange,bitext,ru,i want help to request an fucking refund
"Я хочу вернуть заказы онлайн, где я могу это сделать?",return_exchange,bitext,ru,"I want to return orders online , where can I do it?"
"Мне нужно обменять в магазине чертову вещь, купленную в Интернете, как я могу это сделать?",return_exchange,bitext,ru,"I need to exchange a fucking item I bought online in store, how can I do it?"
мне нужно обменять товар,return_exchange,bitext,ru,I have to exchange a product
мне нужна информация о вашей политике возврата,return_exchange,bitext,ru,i want information about ur return policy
"Я хочу сообщить о чертовски неправильных товарах, мне нужна помощь",return_exchange,bitext,ru,"I'd like to report fucking wrong items, I need help"
Мне нужно обменять купленный товар,return_exchange,bitext,ru,I need to exchnage a product I bought
"Я хочу вернуть товар, купленный онлайн, в магазин, как мне это сделать?",return_exchange,bitext,ru,"I want to return an item I bought online in store, how could I do it?"
"мне не нравится то, что я купил, как я мог это увидеть",return_exchange,bitext,ru,i do not like what i obught how could i see it
"некоторые элементы у меня неправильные, я хочу сообщить о них",return_exchange,bitext,ru,"some items I got are wrong, I'd like to report them"
"Мне нужно сообщить о раздавленном продукте, могу ли я получить помощь?",return_exchange,bitext,ru,"I got to report a crushed product, could I get some help?"
можно ли добиться возврата денег?,return_exchange,bitext,ru,would it be possible to get a rerimbursement?
"Мне нужно обменять чертов товар, могу ли я получить помощь?",return_exchange,bitext,ru,"I have to exchange a fucking product, could I get some help?"
куда отправить чертов заказ обратно?,return_exchange,bitext,ru,where to send an fucking order back?
"Я хотел бы вернуть товар онлайн, как я могу это сделать?",return_exchange,bitext,ru,"I would like to rreturn a product online, how can I do it?"
"мне нужно отправить заказ обратно, я получу помощь",return_exchange,bitext,ru,i have to send an order back cn i get some help
необходимо запросить возмещение,return_exchange,bitext,ru,need to request a reimbursement
"Мне нужно вернуть чертову вещь, купленную в интернет-магазине, не могли бы вы мне помочь?",return_exchange,bitext,ru,"I got to return an fucking item I bought online in store, could you help me?"
У меня чертов предмет не того размера.,return_exchange,bitext,ru,I gota fucking item in the wrong size
"Мне нужна информация о товаре в магазине, где я могу ее получить?",return_exchange,bitext,ru,"I want information about an item in store, where could I get it?"
"Я хочу возмещение, я хотел бы получить его",return_exchange,bitext,ru,"I want a reimbursement , I would like to get it"
как вернуть товар в магазин,return_exchange,bitext,ru,how do i retur a product in store
"Мне нужно обменять товары, как я могу это сделать?",return_exchange,bitext,ru,"I have to exchange the pfoducts, how can I do it?"
не могли бы вы помочь мне отправить товар обратно?,return_exchange,bitext,ru,could you help me sending an item back?
"один из продуктов неправильный, можно ли об этом сообщить?",return_exchange,bitext,ru,"one of the products is incorrect, is it possible to report it?"
"как я могу вернуть товар, купленный онлайн, в магазине?",return_exchange,bitext,ru,how could I return an item I purchased online in store?
"помогите мне вернуть чертов товар, который я купил в магазине онлайн",return_exchange,bitext,ru,help me return a fucking product I purchased online in store
"Я хотел бы обменять товар в магазине, где я могу это сделать?",return_exchange,bitext,ru,"I'd like to exchange an item in store, were can I do it?"
"Я хочу обменять товар, где я могу это сделать?",return_exchange,bitext,ru,"I'd like to exchange the products, where can I do it?"
не могли бы вы помочь мне вернуть товар онлайн?,return_exchange,bitext,ru,could you help me return na item online?
"мне нужно вернуть товар онлайн, где я могу это сделать",return_exchange,bitext,ru,i got to return an item online where can i do it
"Этот чертов товар, который я получил, неправильный, можете ли вы помочь мне сообщить об этом?",return_exchange,bitext,ru,"hte fucking item I got is wrong, can you help me to report it?"
"Мне нужно обменять некоторые товары, могу ли я получить помощь?",return_exchange,bitext,ru,"I have to exchange some products, can I get some help?"
Я хочу знать о вашем процессе возврата,return_exchange,bitext,ru,I want to know about your return  process
"Я хотел бы вернуть товар, купленный в Интернете, в магазине, где это сделать",return_exchange,bitext,ru,id like to return a product i bought online in store where to do it
"Мне нужно вернуть в магазин чертов товар, который я купил в Интернете. Вы мне поможете?",return_exchange,bitext,ru,"I need to return a fucking product I bought online in store , will you help me?"
"Я должен сообщить о чертовски неправильных товарах, мне нужна помощь",return_exchange,bitext,ru,"I have to report fucking incorrect items, I need help"
"заказанная мной чертова посылка была раздавлена, как я могу об этом сообщить?",return_exchange,bitext,ru,"the fucking package I ordered was crushed, how can I report it?"
Я ищу возврат средств,return_exchange,bitext,ru,I am looking fora refund
"мне нужно потребовать возврат средств, как это сделать",return_exchange,bitext,ru,i have to requdst a refund how to do it
Я хочу увидеть стоимость рассылки,delivery,bitext,ru,I want to see the cost of mailing
"моя доставка была задержана, мне нужна помощь, чтобы сообщить о проблемах с доставкой",delivery,bitext,ru,"my delivery was delayed, I want help reporting delivery issues"
"нужно сообщить о проблемах с доставкой моего заказа, где это сделать",delivery,bitext,ru,need to report delivery issues wity my order where to do it
"Я ищу информацию о чертовой дате доставки моей покупки, мне нужна помощь.",delivery,bitext,ru,"I am looking for information about the fucking delivery date of my purchase, I need help"
"я не получил посылку, мне нужна помощь, чтобы сообщить о проблеме с доставкой",delivery,bitext,ru,i did not receive my shipment i want assistance reporting a delivery issue
помогите мне сообщить о проблеме с доставкой моей посылки,delivery,bitext,ru,help me repot a delivery issue with my package
"Я хотел бы увидеть срок доставки моей покупки, как это сделать?",delivery,bitext,ru,"I'd like to see the fucking delivery time of my purchase, how to do it ?"
"Я хочу проверить стоимость рассылки, могу ли я это сделать?",delivery,bitext,ru,"I want to check the costs of mailing, were could I do it?"
"хочу узнать больше о сроках доставки моей покупки, дашь мне некоторую информацию?",delivery,bitext,ru,wanna know more about the fucking delivery time of my purchase will ya give me some information
"Я хотел бы увидеть чертовы сроки доставки моего заказа, как это сделать?",delivery,bitext,ru,"I would like to see the fucking delivery time of my order, how to do it?"
"Мне хотелось бы узнать о чертовой дате доставки, как я могу получить дополнительную информацию?",delivery,bitext,ru,id like to know about the  fucking delivery date how could i get more information
"я не получил свой заказ, как я могу сообщить о проблемах с доставкой",delivery,bitext,ru,i did not receive my order how can i reprt delivery issues
"Я ищу информацию о дате доставки моей покупки, мне нужна помощь",delivery,bitext,ru,im looking for informtaion about the delivery date of my purchase i need assistance
"мне нужно проверить время доставки моей покупки, могу ли я получить помощь",delivery,bitext,ru,i have to check the deliver time of my purchase can i get some help
"мне нужно сообщить о чертовой проблеме с доставкой, где я могу это сделать",delivery,bitext,ru,i got to report a fucking delivery problem where could i do it
мне нужна помощь в определении даты доставки моей покупки,delivery,bitext,ru,i need help seeing the delivery date of my pucrhase
"моя посылка потерялась, можете ли вы помочь мне сообщить о проблеме с доставкой?",delivery,bitext,ru,"my package was lost, can you help me to report a delivery issue?"
"моя посылка потерялась, куда сообщить о проблемах с доставкой?",delivery,bitext,ru,"my package has been lost, where to report delivery issues?"
"Я хотел бы узнать о времени доставки, можете ли вы найти какую-нибудь информацию?",delivery,bitext,ru,id like to know about the delivery time can ya find some information
