sample_id,text_original,text_normalized,raw_label,label,source,is_synthetic,is_augmented,is_hard_negative,label_before_review,parent_sample_id,hard_negative_pair,hard_negative_pair_id,hard_negative_pair_similarity,augmentation_method
aug_payment_refund_0139_stg1_002074,"хочу заплатить чертовой картой, ты можешь мне помочь?","хочу заплатить чертовой картой, ты можешь мне помочь?",payment_refund,payment_refund,bitext|aug_phrase_compression,False,True,False,payment_refund,stg1_002074,,,,phrase_compression
aug_payment_refund_0140_stg1_002103,"Я ищу счет, где я могу его найти","я ищу счет, где я могу его найти",payment_refund,payment_refund,bitext|aug_punctuation_variant,False,True,False,payment_refund,stg1_002103,,,,punctuation_variant
aug_payment_refund_0141_stg1_002194,Каов обменный курс между динаром и фунтом,каов обменный курс между динаром и фунтом,payment_refund,payment_refund,runlu|aug_typo_delete_char,False,True,False,payment_refund,stg1_002194,,,,typo_delete_char
aug_payment_refund_0142_stg1_001434,"мне нужна помощь, чтобы запроссить гребаный возврат средств","мне нужна помощь, чтобы запроссить гребаный возврат средств",return_exchange,payment_refund,bitext|aug_typo_duplicate_char,False,True,False,return_exchange,stg1_001434,,,,typo_duplicate_char
aug_payment_refund_0143_stg1_002301,"Я хочу знать о статусе моего возврата, дайте мне некоторую информацию!","я хочу знать о статусе моего возврата, дайте мне некоторую информацию!",payment_refund,payment_refund,bitext|aug_punctuation_variant,False,True,False,payment_refund,stg1_002301,,,,punctuation_variant
aug_payment_refund_0144_stg1_002260,"я не знаю, что мне нужно сделать, чтобы нйати счет-фактуру № 85632.","я не знаю, что мне нужно сделать, чтобы нйати счет-фактуру № 85632.",payment_refund,payment_refund,ikshana|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002260,,,,typo_swap_adjacent
aug_payment_refund_0145_stg1_002138,ищу счет от Джонна,ищу счет от джонна,payment_refund,payment_refund,ikshana|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002138,,,,typo_duplicate_char
aug_payment_refund_0146_stg1_002299,"что мне нужно сделать, чтобы сообщить об ошибках оплаты??","что мне нужно сделать, чтобы сообщить об ошибках оплаты??",payment_refund,payment_refund,ikshana|aug_punctuation_variant,False,True,False,payment_refund,stg1_002299,,,,punctuation_variant
aug_payment_refund_0147_stg1_002155,мне нжно получить мой счет № 12588,мне нжно получить мой счет № 12588,payment_refund,payment_refund,ikshana|aug_typo_delete_char,False,True,False,payment_refund,stg1_002155,,,,typo_delete_char
aug_payment_refund_0148_stg1_002310,"Я совершил покупку, но не получил счет. Помогите мне скаачть ее.","я совершил покупку, но не получил счет. помогите мне скаачть ее.",payment_refund,payment_refund,bitext|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002310,,,,typo_swap_adjacent
aug_payment_refund_0149_stg1_002071,"Мне нужно увидеть чеертов статус моего возмещения, могу ли я получить некоторую помощь?","мне нужно увидеть чеертов статус моего возмещения, могу ли я получить некоторую помощь?",payment_refund,payment_refund,bitext|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002071,,,,typo_duplicate_char
aug_payment_refund_0150_stg1_002355,мне нужно скачать счета от Джона!,мне нужно скачать счета от джона!,payment_refund,payment_refund,ikshana|aug_punctuation_variant,False,True,False,payment_refund,stg1_002355,,,,punctuation_variant
aug_payment_refund_0151_stg1_002304,"Я хотел бы совершить гребаные платежи, могу ли я получить помщь?","я хотел бы совершить гребаные платежи, могу ли я получить помщь?",payment_refund,payment_refund,bitext|aug_typo_delete_char,False,True,False,payment_refund,stg1_002304,,,,typo_delete_char
aug_payment_refund_0152_stg1_002292,"Я потерял счета от Джона, пиршлите их мне по почте.","я потерял счета от джона, пиршлите их мне по почте.",payment_refund,payment_refund,ikshana|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002292,,,,typo_swap_adjacent
aug_payment_refund_0153_stg1_002149,"Я не зннаю, что мне нужно сделать, чтобы получить счет #85632","я не зннаю, что мне нужно сделать, чтобы получить счет #85632",payment_refund,payment_refund,ikshana|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002149,,,,typo_duplicate_char
aug_payment_refund_0154_stg1_002189,Что такое [число] евро в долл. США?!,что такое [число] евро в долл. сша?!,payment_refund,payment_refund,runlu|aug_punctuation_variant,False,True,False,payment_refund,stg1_002189,,,,punctuation_variant
aug_payment_refund_0155_stg1_002254,помогте скачать счет №37777,помогте скачать счет №37777,payment_refund,payment_refund,ikshana|aug_typo_delete_char,False,True,False,payment_refund,stg1_002254,,,,typo_delete_char
aug_payment_refund_0156_stg1_002306,"я совершил покупку, но не получил счет, как мне его скачаьт","я совершил покупку, но не получил счет, как мне его скачаьт",payment_refund,payment_refund,bitext|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002306,,,,typo_swap_adjacent
aug_payment_refund_0157_stg1_002322,Мне нужна помощь в загрузке моего счетта № 85632.,мне нужна помощь в загрузке моего счетта № 85632.,payment_refund,payment_refund,ikshana|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002322,,,,typo_duplicate_char
aug_payment_refund_0158_stg1_002215,"помогите, чтобы найти мои счета от Джона.","помогите, чтобы найти мои счета от джона.",payment_refund,payment_refund,ikshana|aug_phrase_compression,False,True,False,payment_refund,stg1_002215,,,,phrase_compression
aug_payment_refund_0159_stg1_002072,"мне нужно заплатить картой, где это сделать!","мне нужно заплатить картой, где это сделать!",payment_refund,payment_refund,bitext|aug_punctuation_variant,False,True,False,payment_refund,stg1_002072,,,,punctuation_variant
aug_payment_refund_0160_stg1_002296,"хочу заплатить, можеь мне помочь","хочу заплатить, можеь мне помочь",payment_refund,payment_refund,bitext|aug_typo_delete_char,False,True,False,payment_refund,stg1_002296,,,,typo_delete_char
aug_payment_refund_0161_stg1_002273,"я бы хотел сделать чертов перевдо, где я мог бы сделать это","я бы хотел сделать чертов перевдо, где я мог бы сделать это",payment_refund,payment_refund,bitext|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002273,,,,typo_swap_adjacent
aug_payment_refund_0162_stg1_002356,Я жду оплааты картой,я жду оплааты картой,payment_refund,payment_refund,bitext|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002356,,,,typo_duplicate_char
aug_payment_refund_0163_stg1_002323,"Я хочу решить проблемы с оплатой, могу ли я получить помощь??","я хочу решить проблемы с оплатой, могу ли я получить помощь??",payment_refund,payment_refund,bitext|aug_punctuation_variant,False,True,False,payment_refund,stg1_002323,,,,punctuation_variant
aug_payment_refund_0164_stg1_002108,"Мне нужна помощь, чтобы собщить о чертовых проблемах с оплатой","мне нужна помощь, чтобы собщить о чертовых проблемах с оплатой",payment_refund,payment_refund,bitext|aug_typo_delete_char,False,True,False,payment_refund,stg1_002108,,,,typo_delete_char
aug_payment_refund_0165_stg1_002199,Сколько иен за каждйы доллар,сколько иен за каждйы доллар,payment_refund,payment_refund,runlu|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002199,,,,typo_swap_adjacent
aug_payment_refund_0166_stg1_002307,"нуужна помощь, чтобы запросить возврат моих денег","нуужна помощь, чтобы запросить возврат моих денег",payment_refund,payment_refund,ikshana|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002307,,,,typo_duplicate_char
aug_payment_refund_0167_stg1_002335,Я заплатил 10 долларов за этот товар пытаюсь получить скидку,я заплатил 10 долларов за этот товар пытаюсь получить скидку,payment_refund,payment_refund,ikshana|aug_punctuation_variant,False,True,False,payment_refund,stg1_002335,,,,punctuation_variant
aug_payment_refund_0168_stg1_002295,"Можете ли вы помчь мне узнать, какие варианты оплаты вы принимаете?","можете ли вы помчь мне узнать, какие варианты оплаты вы принимаете?",payment_refund,payment_refund,ikshana|aug_typo_delete_char,False,True,False,payment_refund,stg1_002295,,,,typo_delete_char
aug_payment_refund_0169_stg1_002255,я не вижу статуус компенсации,я не вижу статуус компенсации,payment_refund,payment_refund,ikshana|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002255,,,,typo_duplicate_char
aug_payment_refund_0170_stg1_002279,"нужно запросить чертов счет, могу ли я получить помощь","нужно запросить чертов счет, могу ли я получить помощь",payment_refund,payment_refund,bitext|aug_phrase_compression,False,True,False,payment_refund,stg1_002279,,,,phrase_compression
aug_payment_refund_0171_stg1_002063,"Мне нужно увидеть ваши варианты оплаты, как это сделать","мне нужно увидеть ваши варианты оплаты, как это сделать",payment_refund,payment_refund,bitext|aug_punctuation_variant,False,True,False,payment_refund,stg1_002063,,,,punctuation_variant
aug_payment_refund_0172_stg1_002288,помощь в полуении возмещения,помощь в полуении возмещения,payment_refund,payment_refund,ikshana|aug_typo_delete_char,False,True,False,payment_refund,stg1_002288,,,,typo_delete_char
aug_payment_refund_0173_stg1_002112,как мне сообщить о проблеммах с оплатой?,как мне сообщить о проблеммах с оплатой?,payment_refund,payment_refund,ikshana|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002112,,,,typo_duplicate_char
aug_payment_refund_0174_stg1_002119,хочу проверить какие способы оплаты uaccept,хочу проверить какие способы оплаты uaccept,payment_refund,payment_refund,ikshana|aug_punctuation_variant,False,True,False,payment_refund,stg1_002119,,,,punctuation_variant
aug_payment_refund_0175_stg1_002217,Я должен сообщить о проблемах с оплтой,я должен сообщить о проблемах с оплтой,payment_refund,payment_refund,ikshana|aug_typo_delete_char,False,True,False,payment_refund,stg1_002217,,,,typo_delete_char
aug_payment_refund_0176_stg1_002093,"Я хотел бы узнтаь о вашей гарантии возврата денег, дайте мне некоторую информацию","я хотел бы узнтаь о вашей гарантии возврата денег, дайте мне некоторую информацию",payment_refund,payment_refund,bitext|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002093,,,,typo_swap_adjacent
aug_payment_refund_0177_stg1_002342,"Мне нужнно проверить ваши чертовы способы оплаты, мне нужна помощь.","мне нужнно проверить ваши чертовы способы оплаты, мне нужна помощь.",payment_refund,payment_refund,bitext|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002342,,,,typo_duplicate_char
aug_payment_refund_0178_stg1_002195,", дайте мне подробности: 1 долл. США = Rs",", дайте мне подробности: 1 долл. сша = rs",payment_refund,payment_refund,runlu|aug_phrase_compression,False,True,False,payment_refund,stg1_002195,,,,phrase_compression
aug_payment_refund_0179_stg1_002129,"мне нужно получить чертов счет от Джона, мне нужна помощь?","мне нужно получить чертов счет от джона, мне нужна помощь?",payment_refund,payment_refund,ikshana|aug_punctuation_variant,False,True,False,payment_refund,stg1_002129,,,,punctuation_variant
aug_payment_refund_0180_stg1_002094,"Я хотел бы узнать о вашей политике возврата денг, можете ли вы найти некоторую информацию?","я хотел бы узнать о вашей политике возврата денг, можете ли вы найти некоторую информацию?",payment_refund,payment_refund,bitext|aug_typo_delete_char,False,True,False,payment_refund,stg1_002094,,,,typo_delete_char
aug_payment_refund_0181_stg1_002086,"Я хотел бы сдеелать переводы, помогите мне","я хотел бы сдеелать переводы, помогите мне",payment_refund,payment_refund,bitext|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002086,,,,typo_duplicate_char
aug_payment_refund_0182_stg1_002158,"как проверить, какие способы оплаты разрешены?","как проверить, какие способы оплаты разрешены?",payment_refund,payment_refund,ikshana|aug_phrase_compression,False,True,False,payment_refund,stg1_002158,,,,phrase_compression
aug_payment_refund_0183_stg1_002252,"Я заказал чертову вещь и не получил счет, можешь ли ты мне помочь с ее получением?!","я заказал чертову вещь и не получил счет, можешь ли ты мне помочь с ее получением?!",payment_refund,payment_refund,bitext|aug_punctuation_variant,False,True,False,payment_refund,stg1_002252,,,,punctuation_variant
aug_payment_refund_0184_stg1_002167,Сколько песо за американсий доллар?,сколько песо за американсий доллар?,payment_refund,payment_refund,runlu|aug_typo_delete_char,False,True,False,payment_refund,stg1_002167,,,,typo_delete_char
aug_payment_refund_0185_stg1_002289,"Мне нужно выехтаь, помогите мне","мне нужно выехтаь, помогите мне",payment_refund,payment_refund,bitext|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002289,,,,typo_swap_adjacent
aug_payment_refund_0186_stg1_002123,Мне нужна помощщь в поиске счетов от Джона.,мне нужна помощщь в поиске счетов от джона.,payment_refund,payment_refund,ikshana|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002123,,,,typo_duplicate_char
aug_payment_refund_0187_stg1_002339,"нужно уведомить о долбаных проблемах с оплатой, где это сделать?","нужно уведомить о долбаных проблемах с оплатой, где это сделать?",payment_refund,payment_refund,bitext|aug_phrase_compression,False,True,False,payment_refund,stg1_002339,,,,phrase_compression
aug_payment_refund_0188_stg1_002090,У меня возникла проблема с оплатой дебетовой картой. Можете ли вы сообщить об этом??,у меня возникла проблема с оплатой дебетовой картой. можете ли вы сообщить об этом??,payment_refund,payment_refund,bitext|aug_punctuation_variant,False,True,False,payment_refund,stg1_002090,,,,punctuation_variant
aug_payment_refund_0189_stg1_002248,"Я бы хотел расплатиться чертовой картй, как мне это сделать?","я бы хотел расплатиться чертовой картй, как мне это сделать?",payment_refund,payment_refund,bitext|aug_typo_delete_char,False,True,False,payment_refund,stg1_002248,,,,typo_delete_char
aug_payment_refund_0190_stg1_002337,Моежте ли вы помочь мне получить возврат денег?,моежте ли вы помочь мне получить возврат денег?,payment_refund,payment_refund,ikshana|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002337,,,,typo_swap_adjacent
aug_payment_refund_0191_stg1_002067,"я сделал чертов заказ и не получил счет, мне нужна помощь, чтоббы его скачать","я сделал чертов заказ и не получил счет, мне нужна помощь, чтоббы его скачать",payment_refund,payment_refund,bitext|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002067,,,,typo_duplicate_char
aug_payment_refund_0192_stg1_002116,вижу счет №85632!,вижу счет №85632!,payment_refund,payment_refund,ikshana|aug_punctuation_variant,False,True,False,payment_refund,stg1_002116,,,,punctuation_variant
aug_payment_refund_0193_stg1_002262,помощь в загрузке моих сетов от Джона,помощь в загрузке моих сетов от джона,payment_refund,payment_refund,ikshana|aug_typo_delete_char,False,True,False,payment_refund,stg1_002262,,,,typo_delete_char
aug_payment_refund_0194_stg1_002105,"Я заказал товар, но не получил счет. Можете ли вы мне поомчь его получить?","я заказал товар, но не получил счет. можете ли вы мне поомчь его получить?",payment_refund,payment_refund,bitext|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002105,,,,typo_swap_adjacent
aug_payment_refund_0195_stg1_002156,куда я моггу сообщить о проблемах с онлайн-платежами,куда я моггу сообщить о проблемах с онлайн-платежами,payment_refund,payment_refund,ikshana|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002156,,,,typo_duplicate_char
aug_payment_refund_0196_stg1_002353,"Я не знаю, что нужно сделать, чтобы увидеть счет №37777.","я не знаю, что нужно сделать, чтобы увидеть счет №37777.",payment_refund,payment_refund,ikshana|aug_phrase_compression,False,True,False,payment_refund,stg1_002353,,,,phrase_compression
aug_payment_refund_0197_stg1_002226,Могу ли я увидеть вашу политику возмещения,могу ли я увидеть вашу политику возмещения,payment_refund,payment_refund,ikshana|aug_punctuation_variant,False,True,False,payment_refund,stg1_002226,,,,punctuation_variant
aug_payment_refund_0198_stg1_002281,мне нужо получить возмещение моих денег,мне нужо получить возмещение моих денег,payment_refund,payment_refund,ikshana|aug_typo_delete_char,False,True,False,payment_refund,stg1_002281,,,,typo_delete_char
aug_payment_refund_0199_stg1_002330,"мне нужна помщоь, чтобы проверить счет № 12588","мне нужна помщоь, чтобы проверить счет № 12588",payment_refund,payment_refund,ikshana|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002330,,,,typo_swap_adjacent
aug_payment_refund_0200_stg1_002208,Каков обменный куурс между 100 долл. США и песо?,каков обменный куурс между 100 долл. сша и песо?,payment_refund,payment_refund,runlu|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002208,,,,typo_duplicate_char
aug_payment_refund_0201_stg1_002233,помогите в загрузке счетов от Джона.,помогите в загрузке счетов от джона.,payment_refund,payment_refund,ikshana|aug_phrase_compression,False,True,False,payment_refund,stg1_002233,,,,phrase_compression
aug_payment_refund_0202_stg1_002312,мог бы рассказать мне больше о вашей политике возврата денег?,мог бы рассказать мне больше о вашей политике возврата денег?,payment_refund,payment_refund,bitext|aug_punctuation_variant,False,True,False,payment_refund,stg1_002312,,,,punctuation_variant
aug_payment_refund_0203_stg1_002161,Валютные куры,валютные куры,payment_refund,payment_refund,runlu|aug_typo_delete_char,False,True,False,payment_refund,stg1_002161,,,,typo_delete_char
aug_payment_refund_0204_stg1_002303,"я купил чертов товар и не получил счет, помогите мне его полуичть","я купил чертов товар и не получил счет, помогите мне его полуичть",payment_refund,payment_refund,bitext|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002303,,,,typo_swap_adjacent
aug_payment_refund_0205_stg1_002203,Сколько стоит 1 еврро в рупиях.,сколько стоит 1 еврро в рупиях.,payment_refund,payment_refund,runlu|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002203,,,,typo_duplicate_char
aug_payment_refund_0206_stg1_001246,"нужно запросить возмещение, где я могу это сделать","нужно запросить возмещение, где я могу это сделать",return_exchange,payment_refund,bitext|aug_phrase_compression,False,True,False,return_exchange,stg1_001246,,,,phrase_compression
aug_payment_refund_0207_stg1_001396,я хочу вернуть деньги помогите мне запросить это,я хочу вернуть деньги помогите мне запросить это,return_exchange,payment_refund,bitext|aug_punctuation_variant,False,True,False,return_exchange,stg1_001396,,,,punctuation_variant
aug_payment_refund_0208_stg1_002101,Я хотел бы узнть о твоих чертовых способах оплаты. Могу найти некоторую информацию.,я хотел бы узнть о твоих чертовых способах оплаты. могу найти некоторую информацию.,payment_refund,payment_refund,bitext|aug_typo_delete_char,False,True,False,payment_refund,stg1_002101,,,,typo_delete_char
aug_payment_refund_0209_stg1_002107,Мне нужна поммощь с переводами,мне нужна поммощь с переводами,payment_refund,payment_refund,bitext|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002107,,,,typo_duplicate_char
aug_payment_refund_0210_stg1_002079,"Я совершил покупку и не получил счет-фактуру, можете его получить?","я совершил покупку и не получил счет-фактуру, можете его получить?",payment_refund,payment_refund,bitext|aug_phrase_compression,False,True,False,payment_refund,stg1_002079,,,,phrase_compression
aug_payment_refund_0211_stg1_002114,хочу помочь получить возврат моих денег?,хочу помочь получить возврат моих денег?,payment_refund,payment_refund,ikshana|aug_punctuation_variant,False,True,False,payment_refund,stg1_002114,,,,punctuation_variant
aug_payment_refund_0212_stg1_002213,"Мне нужна информация о ваей гарантии возврата денег, как я могу ее получить?","мне нужна информация о ваей гарантии возврата денег, как я могу ее получить?",payment_refund,payment_refund,bitext|aug_typo_delete_char,False,True,False,payment_refund,stg1_002213,,,,typo_delete_char
aug_payment_refund_0213_stg1_002068,Я хтоел бы получить счет,я хтоел бы получить счет,payment_refund,payment_refund,bitext|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002068,,,,typo_swap_adjacent
aug_payment_refund_0214_stg1_002276,"хочу узнать больше о статусе мооего возмещения, могу найти некоторую информацию","хочу узнать больше о статусе мооего возмещения, могу найти некоторую информацию",payment_refund,payment_refund,bitext|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002276,,,,typo_duplicate_char
aug_payment_refund_0215_stg1_002336,"я сделал чертов заказ и не получил счет, можно ли его скачать","я сделал чертов заказ и не получил счет, можно ли его скачать",payment_refund,payment_refund,bitext|aug_phrase_compression,False,True,False,payment_refund,stg1_002336,,,,phrase_compression
aug_payment_refund_0216_stg1_002275,Я жду компенсацию в размере 10$!,я жду компенсацию в размере 10$!,payment_refund,payment_refund,ikshana|aug_punctuation_variant,False,True,False,payment_refund,stg1_002275,,,,punctuation_variant
aug_payment_refund_0217_stg1_002225,как исправить проблмы с онлайн оплатой,как исправить проблмы с онлайн оплатой,payment_refund,payment_refund,ikshana|aug_typo_delete_char,False,True,False,payment_refund,stg1_002225,,,,typo_delete_char
aug_payment_refund_0218_stg1_002132,"Я не знаю, как мне скачтаь счет №00108.","я не знаю, как мне скачтаь счет №00108.",payment_refund,payment_refund,ikshana|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002132,,,,typo_swap_adjacent
aug_payment_refund_0219_stg1_002206,Сколько канадсских долларов в долларах США?,сколько канадсских долларов в долларах сша?,payment_refund,payment_refund,runlu|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002206,,,,typo_duplicate_char
aug_payment_refund_0220_stg1_002111,"помогите мне понять, при каких обстоятельствах я могу запросить возврат средств!","помогите мне понять, при каких обстоятельствах я могу запросить возврат средств!",payment_refund,payment_refund,ikshana|aug_punctuation_variant,False,True,False,payment_refund,stg1_002111,,,,punctuation_variant
aug_payment_refund_0221_stg1_002237,мне нужна помощь с долбанными плтежами,мне нужна помощь с долбанными плтежами,payment_refund,payment_refund,bitext|aug_typo_delete_char,False,True,False,payment_refund,stg1_002237,,,,typo_delete_char
aug_payment_refund_0222_stg1_002328,"что мне нужно сделать, чтобы увидеьт текущий статус компенсации?","что мне нужно сделать, чтобы увидеьт текущий статус компенсации?",payment_refund,payment_refund,ikshana|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002328,,,,typo_swap_adjacent
aug_payment_refund_0223_stg1_002334,"Помогите узнать, в какиих случаях я могу потребовать вернуть свои деньги","помогите узнать, в какиих случаях я могу потребовать вернуть свои деньги",payment_refund,payment_refund,ikshana|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002334,,,,typo_duplicate_char
aug_payment_refund_0224_stg1_002211,Я хотел бы увидеть чертов статус моего возмещения. Не могли бы вы мне помочь??,я хотел бы увидеть чертов статус моего возмещения. не могли бы вы мне помочь??,payment_refund,payment_refund,bitext|aug_punctuation_variant,False,True,False,payment_refund,stg1_002211,,,,punctuation_variant
aug_payment_refund_0225_stg1_002066,Я не получил подтверждение платежа. Помогите мне сообщить о чертовой проблеме с оплтой.,я не получил подтверждение платежа. помогите мне сообщить о чертовой проблеме с оплтой.,payment_refund,payment_refund,bitext|aug_typo_delete_char,False,True,False,payment_refund,stg1_002066,,,,typo_delete_char
aug_payment_refund_0226_stg1_002317,"Wqanna соевршать платежи, как мне это сделать?","wqanna соевршать платежи, как мне это сделать?",payment_refund,payment_refund,bitext|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002317,,,,typo_swap_adjacent
aug_payment_refund_0227_stg1_002171,[Валюта: доллаары США] к евро,[валюта: доллаары сша] к евро,payment_refund,payment_refund,runlu|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002171,,,,typo_duplicate_char
aug_payment_refund_0228_stg1_002315,"Я ищу информацию о чертовом статусе моего отказа, помогите.","я ищу информацию о чертовом статусе моего отказа, помогите.",payment_refund,payment_refund,bitext|aug_phrase_compression,False,True,False,payment_refund,stg1_002315,,,,phrase_compression
aug_payment_refund_0229_stg1_002290,Я хотел бы выехать как я могу это сделать?,я хотел бы выехать как я могу это сделать?,payment_refund,payment_refund,bitext|aug_punctuation_variant,False,True,False,payment_refund,stg1_002290,,,,punctuation_variant
aug_payment_refund_0230_stg1_002946,Пришлите чек об опалте,пришлите чек об опалте,payment_refund,payment_refund,synthetic_dataset|aug_typo_swap_adjacent,True,True,False,payment_refund,stg1_002946,,,,typo_swap_adjacent
aug_payment_refund_0231_stg1_002191,- какова примениммая плата за пересчет валют.,- какова примениммая плата за пересчет валют.,payment_refund,payment_refund,runlu|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002191,,,,typo_duplicate_char
aug_payment_refund_0232_stg1_002326,как сообщить об ошибках с оплатой!,как сообщить об ошибках с оплатой!,payment_refund,payment_refund,ikshana|aug_punctuation_variant,False,True,False,payment_refund,stg1_002326,,,,punctuation_variant
aug_payment_refund_0233_stg1_002269,"Я хочу оплатить дебетовой картй, где я могу это сделать?","я хочу оплатить дебетовой картй, где я могу это сделать?",payment_refund,payment_refund,bitext|aug_typo_delete_char,False,True,False,payment_refund,stg1_002269,,,,typo_delete_char
aug_payment_refund_0234_stg1_002344,Я хочу ознакомиться с вашей политикой возврата средсств. Вы мне поможете?,я хочу ознакомиться с вашей политикой возврата средсств. вы мне поможете?,payment_refund,payment_refund,bitext|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002344,,,,typo_duplicate_char
aug_payment_refund_0235_stg1_002241,"я не знаю, как получить денежную компенсацию","я не знаю, как получить денежную компенсацию",payment_refund,payment_refund,ikshana|aug_phrase_compression,False,True,False,payment_refund,stg1_002241,,,,phrase_compression
aug_payment_refund_0236_stg1_002165,Сколько у США [валюта_источник: доллары] в 100 евро??,сколько у сша [валюта_источник: доллары] в 100 евро??,payment_refund,payment_refund,runlu|aug_punctuation_variant,False,True,False,payment_refund,stg1_002165,,,,punctuation_variant
aug_payment_refund_0237_stg1_002333,Мне нжуно проверить процесс возврата средств. Могу ли я получить помощь?,мне нжуно проверить процесс возврата средств. могу ли я получить помощь?,payment_refund,payment_refund,bitext|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002333,,,,typo_swap_adjacent
aug_payment_refund_0238_stg1_002251,"Я не знаю, что мне нужно сдделать, чтобы получить счет №12588.","я не знаю, что мне нужно сдделать, чтобы получить счет №12588.",payment_refund,payment_refund,ikshana|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002251,,,,typo_duplicate_char
aug_payment_refund_0239_stg1_002073,"хочу узнать больше о ваших способах оплаты, можете ли вы дать мне некоторую информацию?","хочу узнать больше о ваших способах оплаты, можете ли вы дать мне некоторую информацию?",payment_refund,payment_refund,bitext|aug_phrase_compression,False,True,False,payment_refund,stg1_002073,,,,phrase_compression
aug_payment_refund_0240_stg1_002153,Жду блин возврата 10$?,жду блин возврата 10$?,payment_refund,payment_refund,ikshana|aug_punctuation_variant,False,True,False,payment_refund,stg1_002153,,,,punctuation_variant
aug_payment_refund_0241_stg1_002180,Дайте мне обменный курс между доларом США и канадским долларом.,дайте мне обменный курс между доларом сша и канадским долларом.,payment_refund,payment_refund,runlu|aug_typo_delete_char,False,True,False,payment_refund,stg1_002180,,,,typo_delete_char
aug_payment_refund_0242_stg1_002124,"Я не знаю, что делаьт, чтобы потребовать возврат денег.","я не знаю, что делаьт, чтобы потребовать возврат денег.",payment_refund,payment_refund,ikshana|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002124,,,,typo_swap_adjacent
aug_payment_refund_0243_stg1_001308,"Я хотел бы запросить возврат средств, могу ли я получить некоторую поомощь?","я хотел бы запросить возврат средств, могу ли я получить некоторую поомощь?",return_exchange,payment_refund,bitext|aug_typo_duplicate_char,False,True,False,return_exchange,stg1_001308,,,,typo_duplicate_char
aug_payment_refund_0244_stg1_002178,что такое обменный курс доллара?,что такое обменный курс доллара?,payment_refund,payment_refund,runlu|aug_punctuation_variant,False,True,False,payment_refund,stg1_002178,,,,punctuation_variant
aug_payment_refund_0245_stg1_002163,Сколько австралийцев можо купить за один фунт стерлингов?,сколько австралийцев можо купить за один фунт стерлингов?,payment_refund,payment_refund,runlu|aug_typo_delete_char,False,True,False,payment_refund,stg1_002163,,,,typo_delete_char
aug_payment_refund_0246_stg1_002316,"Мне нужно проверить, в каких случаях я могу запросить возмещнеие","мне нужно проверить, в каких случаях я могу запросить возмещнеие",payment_refund,payment_refund,ikshana|aug_typo_swap_adjacent,False,True,False,payment_refund,stg1_002316,,,,typo_swap_adjacent
aug_payment_refund_0247_stg1_002228,У меня возникла проблема с оплатой кредитноой картой,у меня возникла проблема с оплатой кредитноой картой,payment_refund,payment_refund,bitext|aug_typo_duplicate_char,False,True,False,payment_refund,stg1_002228,,,,typo_duplicate_char
aug_payment_refund_0248_stg1_002087,"мне нужна помощь, чтобы проверить статус моего возмещения?","мне нужна помощь, чтобы проверить статус моего возмещения?",payment_refund,payment_refund,bitext|aug_punctuation_variant,False,True,False,payment_refund,stg1_002087,,,,punctuation_variant
