chunk_id,category,source_group,source_file,source_path,header_h1,header_h2,header_h3,header_path,text,token_count
stg5_chunk_00218,delivery,rag_raw,delivery_tracking.md,ml\data\kb_stage5\raw\delivery_tracking.md,Отслеживание доставки и решение проблем с доставкой,FAQ,"Курьер не приехал, что делать?","Отслеживание доставки и решение проблем с доставкой > FAQ > Курьер не приехал, что делать?","# Отслеживание доставки и решение проблем с доставкой
## FAQ
### Курьер не приехал, что делать?

Проверьте статус заказа и контактные данные. Если курьер не приехал до конца дня, обратитесь в поддержку — мы назначим повторную бесплатную доставку.",63
stg5_chunk_00219,delivery,rag_raw,delivery_tracking.md,ml\data\kb_stage5\raw\delivery_tracking.md,Отслеживание доставки и решение проблем с доставкой,FAQ,"Посылка пришла повреждённой, что делать?","Отслеживание доставки и решение проблем с доставкой > FAQ > Посылка пришла повреждённой, что делать?","# Отслеживание доставки и решение проблем с доставкой
## FAQ
### Посылка пришла повреждённой, что делать?

Сфотографируйте повреждения, не выбрасывайте упаковку и обратитесь в поддержку с номером заказа и фотографиями. Мы организуем замену или возврат.",67
stg5_chunk_00220,delivery,rag_raw,delivery_tracking.md,ml\data\kb_stage5\raw\delivery_tracking.md,Отслеживание доставки и решение проблем с доставкой,FAQ,"Получил не тот товар, что делать?","Отслеживание доставки и решение проблем с доставкой > FAQ > Получил не тот товар, что делать?","# Отслеживание доставки и решение проблем с доставкой
## FAQ
### Получил не тот товар, что делать?

Сфотографируйте полученный товар и обратитесь в поддержку. Мы организуем забор неправильного товара и отправку нужного или оформим возврат денег.",60
stg5_chunk_00221,delivery,rag_raw,delivery_tracking.md,ml\data\kb_stage5\raw\delivery_tracking.md,Отслеживание доставки и решение проблем с доставкой,FAQ,Можно ли перенести дату доставки?,Отслеживание доставки и решение проблем с доставкой > FAQ > Можно ли перенести дату доставки?,"# Отслеживание доставки и решение проблем с доставкой
## FAQ
### Можно ли перенести дату доставки?

Да, для курьерской доставки СДЭК можно изменить дату и интервал до выезда курьера. Обратитесь в поддержку.",52
stg5_chunk_00222,delivery,rag_raw,delivery_tracking.md,ml\data\kb_stage5\raw\delivery_tracking.md,Отслеживание доставки и решение проблем с доставкой,FAQ,Сколько хранится заказ в пункте выдачи?,Отслеживание доставки и решение проблем с доставкой > FAQ > Сколько хранится заказ в пункте выдачи?,"# Отслеживание доставки и решение проблем с доставкой
## FAQ
### Сколько хранится заказ в пункте выдачи?

Заказ хранится в пункте выдачи СДЭК бесплатно до 7 дней. После этого заказ возвращается на склад.",54
stg5_chunk_00223,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Краткий ответ,,Технические проблемы с сайтом и приложением > Краткий ответ,"# Технические проблемы с сайтом и приложением
## Краткий ответ

Если сайт или приложение не работает, попробуйте обновить страницу, очистить кэш браузера или перезапустить приложение. Если проблема сохраняется, попробуйте другой браузер или устройство. При массовых сбоях мы публикуем информацию в Telegram-канале и на странице магазина в социальных сетях. Если ничего не помогает, обратитесь в службу поддержки.

---",88
stg5_chunk_00224,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Сайт не открывается — что делать?,,Технические проблемы с сайтом и приложением > Сайт не открывается — что делать?,"# Технические проблемы с сайтом и приложением
## Сайт не открывается — что делать?

Если сайт не загружается вообще:",27
stg5_chunk_00225,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Сайт не открывается — что делать?,Шаг 1. Проверьте интернет-соединение,Технические проблемы с сайтом и приложением > Сайт не открывается — что делать? > Шаг 1. Проверьте интернет-соединение,"# Технические проблемы с сайтом и приложением
## Сайт не открывается — что делать?
### Шаг 1. Проверьте интернет-соединение

- Откройте любой другой сайт (например, google.com) - Если другие сайты тоже не открываются — проблема в вашем интернете - Перезагрузите роутер или переключитесь на мобильный интернет",75
stg5_chunk_00226,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Сайт не открывается — что делать?,Шаг 2. Попробуйте другой браузер,Технические проблемы с сайтом и приложением > Сайт не открывается — что делать? > Шаг 2. Попробуйте другой браузер,"# Технические проблемы с сайтом и приложением
## Сайт не открывается — что делать?
### Шаг 2. Попробуйте другой браузер

- Если сайт не открывается в Chrome, попробуйте Firefox, Edge или Safari - Попробуйте режим «Инкогнито» (Ctrl+Shift+N в Chrome)",67
stg5_chunk_00227,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Сайт не открывается — что делать?,Шаг 3. Очистите кэш браузера,Технические проблемы с сайтом и приложением > Сайт не открывается — что делать? > Шаг 3. Очистите кэш браузера,"# Технические проблемы с сайтом и приложением
## Сайт не открывается — что делать?
### Шаг 3. Очистите кэш браузера

- Chrome: Настройки → Конфиденциальность → Очистить данные просмотра - Firefox: Настройки → Приватность → Удалить данные - После очистки перезагрузите страницу",73
stg5_chunk_00228,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Сайт не открывается — что делать?,Шаг 4. Проверьте статус сайта,Технические проблемы с сайтом и приложением > Сайт не открывается — что делать? > Шаг 4. Проверьте статус сайта,"# Технические проблемы с сайтом и приложением
## Сайт не открывается — что делать?
### Шаг 4. Проверьте статус сайта

- Возможно, на сайте проводятся технические работы - Проверьте наш Telegram-канал или социальные сети — мы публикуем информацию о плановых работах и сбоях",65
stg5_chunk_00229,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Сайт не открывается — что делать?,Шаг 5. Подождите и попробуйте позже,Технические проблемы с сайтом и приложением > Сайт не открывается — что делать? > Шаг 5. Подождите и попробуйте позже,"# Технические проблемы с сайтом и приложением
## Сайт не открывается — что делать?
### Шаг 5. Подождите и попробуйте позже

- Если проблема на нашей стороне, мы работаем над её устранением - Обычно технические работы длятся не более 1–2 часов

---",60
stg5_chunk_00230,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Страницы загружаются медленно,,Технические проблемы с сайтом и приложением > Страницы загружаются медленно,"# Технические проблемы с сайтом и приложением
## Страницы загружаются медленно

Если сайт открывается, но работает очень медленно:",27
stg5_chunk_00231,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Страницы загружаются медленно,Возможные причины на вашей стороне,Технические проблемы с сайтом и приложением > Страницы загружаются медленно > Возможные причины на вашей стороне,"# Технические проблемы с сайтом и приложением
## Страницы загружаются медленно
### Возможные причины на вашей стороне

- Медленное интернет-соединение - Много открытых вкладок в браузере - Устаревшая версия браузера - Блокировщик рекламы конфликтует с сайтом",62
stg5_chunk_00232,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Страницы загружаются медленно,Что можно сделать,Технические проблемы с сайтом и приложением > Страницы загружаются медленно > Что можно сделать,"# Технические проблемы с сайтом и приложением
## Страницы загружаются медленно
### Что можно сделать

1. Закройте лишние вкладки 2. Обновите браузер до последней версии 3. Временно отключите блокировщик рекламы 4. Попробуйте другой браузер 5. Перезагрузите устройство",58
stg5_chunk_00233,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Страницы загружаются медленно,Возможные причины на нашей стороне,Технические проблемы с сайтом и приложением > Страницы загружаются медленно > Возможные причины на нашей стороне,"# Технические проблемы с сайтом и приложением
## Страницы загружаются медленно
### Возможные причины на нашей стороне

- Высокая нагрузка в период распродаж и акций - Технические работы

Если проблема сохраняется, обратитесь в поддержку.

---",55
stg5_chunk_00234,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Не работает корзина,,Технические проблемы с сайтом и приложением > Не работает корзина,"# Технические проблемы с сайтом и приложением
## Не работает корзина

Если не удаётся добавить товар в корзину или корзина отображается некорректно:",37
stg5_chunk_00235,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Не работает корзина,Возможные проблемы и решения,Технические проблемы с сайтом и приложением > Не работает корзина > Возможные проблемы и решения,"# Технические проблемы с сайтом и приложением
## Не работает корзина
### Возможные проблемы и решения

#### Товар не добавляется в корзину - Товар может быть распродан — проверьте статус наличия на странице товара - Очистите кэш браузера и попробуйте снова - Попробуйте другой браузер

#### Корзина показывает неправильное количество товаров - Обновите страницу (F5 или Ctrl+R) - Выйдите из аккаунта и войдите снова - Очистите cookies для нашего сайта

#### Корзина пустая, хотя товары были добавлены - Если вы не были залогинены, корзина могла сброситься при закрытии браузера - Войдите в аккаунт — товары, добавленные в корзину авторизованным пользователем, сохраняются - Если проблема повторяется, обратитесь в поддержку

---",183
stg5_chunk_00236,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Не работает оформление заказа,,Технические проблемы с сайтом и приложением > Не работает оформление заказа,"# Технические проблемы с сайтом и приложением
## Не работает оформление заказа

Если при попытке оформить заказ возникает ошибка:",25
stg5_chunk_00237,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Не работает оформление заказа,Что проверить,Технические проблемы с сайтом и приложением > Не работает оформление заказа > Что проверить,"# Технические проблемы с сайтом и приложением
## Не работает оформление заказа
### Что проверить

1. Все обязательные поля заполнены корректно 2. Адрес доставки указан полностью (улица, дом, квартира) 3. Номер телефона введён в правильном формате 4. Выбран способ доставки и способ оплаты",61
stg5_chunk_00238,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Не работает оформление заказа,Если ошибка сохраняется,Технические проблемы с сайтом и приложением > Не работает оформление заказа > Если ошибка сохраняется,"# Технические проблемы с сайтом и приложением
## Не работает оформление заказа
### Если ошибка сохраняется

- Попробуйте другой браузер - Попробуйте оформить заказ через мобильное приложение - Очистите кэш и cookies - Обратитесь в поддержку — мы поможем оформить заказ вручную

---",60
stg5_chunk_00239,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Не работает поиск на сайте,,Технические проблемы с сайтом и приложением > Не работает поиск на сайте,"# Технические проблемы с сайтом и приложением
## Не работает поиск на сайте

Если поиск товаров не выдаёт результатов или работает некорректно:",30
stg5_chunk_00240,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Не работает поиск на сайте,Рекомендации,Технические проблемы с сайтом и приложением > Не работает поиск на сайте > Рекомендации,"# Технические проблемы с сайтом и приложением
## Не работает поиск на сайте
### Рекомендации

- Проверьте правильность написания запроса - Используйте более короткие и общие запросы - Попробуйте искать по категориям через каталог - Очистите кэш браузера",60
stg5_chunk_00241,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Не работает поиск на сайте,Если поиск совсем не работает,Технические проблемы с сайтом и приложением > Не работает поиск на сайте > Если поиск совсем не работает,"# Технические проблемы с сайтом и приложением
## Не работает поиск на сайте
### Если поиск совсем не работает

- Возможно, идут технические работы - Попробуйте позже или найдите товар через каталог - Обратитесь в поддержку

---",47
stg5_chunk_00242,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Приложение вылетает или зависает,,Технические проблемы с сайтом и приложением > Приложение вылетает или зависает,"# Технические проблемы с сайтом и приложением
## Приложение вылетает или зависает

Если мобильное приложение работает нестабильно:",29
stg5_chunk_00243,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Приложение вылетает или зависает,Шаг 1. Перезапустите приложение,Технические проблемы с сайтом и приложением > Приложение вылетает или зависает > Шаг 1. Перезапустите приложение,"# Технические проблемы с сайтом и приложением
## Приложение вылетает или зависает
### Шаг 1. Перезапустите приложение

- Закройте приложение полностью (не сворачивайте, а именно закройте) - Подождите 10 секунд - Откройте снова",59
stg5_chunk_00244,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Приложение вылетает или зависает,Шаг 2. Обновите приложение,Технические проблемы с сайтом и приложением > Приложение вылетает или зависает > Шаг 2. Обновите приложение,"# Технические проблемы с сайтом и приложением
## Приложение вылетает или зависает
### Шаг 2. Обновите приложение

- Проверьте наличие обновлений в App Store или Google Play - Установите последнюю версию",51
stg5_chunk_00245,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Приложение вылетает или зависает,Шаг 3. Очистите кэш приложения,Технические проблемы с сайтом и приложением > Приложение вылетает или зависает > Шаг 3. Очистите кэш приложения,"# Технические проблемы с сайтом и приложением
## Приложение вылетает или зависает
### Шаг 3. Очистите кэш приложения

- Android: Настройки → Приложения → Наше приложение → Очистить кэш - iOS: удалите приложение и установите заново",61
stg5_chunk_00246,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Приложение вылетает или зависает,Шаг 4. Проверьте версию операционной системы,Технические проблемы с сайтом и приложением > Приложение вылетает или зависает > Шаг 4. Проверьте версию операционной системы,"# Технические проблемы с сайтом и приложением
## Приложение вылетает или зависает
### Шаг 4. Проверьте версию операционной системы

- Убедитесь, что ваша ОС поддерживается: - Android 8.0 и выше - iOS 14.0 и выше",56
stg5_chunk_00247,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Приложение вылетает или зависает,Шаг 5. Переустановите приложение,Технические проблемы с сайтом и приложением > Приложение вылетает или зависает > Шаг 5. Переустановите приложение,"# Технические проблемы с сайтом и приложением
## Приложение вылетает или зависает
### Шаг 5. Переустановите приложение

- Удалите приложение - Скачайте заново из App Store или Google Play - Войдите в аккаунт",51
stg5_chunk_00248,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Приложение вылетает или зависает,Если ничего не помогает,Технические проблемы с сайтом и приложением > Приложение вылетает или зависает > Если ничего не помогает,"# Технические проблемы с сайтом и приложением
## Приложение вылетает или зависает
### Если ничего не помогает

Обратитесь в поддержку с указанием: - модели устройства - версии операционной системы - версии приложения - описания проблемы

---",48
stg5_chunk_00249,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Ошибки при входе на сайт,,Технические проблемы с сайтом и приложением > Ошибки при входе на сайт,"# Технические проблемы с сайтом и приложением
## Ошибки при входе на сайт

Если при попытке открыть сайт вы видите сообщение об ошибке:",34
stg5_chunk_00250,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Ошибки при входе на сайт,Ошибка 502 / 503 / 504,Технические проблемы с сайтом и приложением > Ошибки при входе на сайт > Ошибка 502 / 503 / 504,"# Технические проблемы с сайтом и приложением
## Ошибки при входе на сайт
### Ошибка 502 / 503 / 504

- Это серверные ошибки на нашей стороне - Обычно исправляются в течение 15–60 минут - Попробуйте обновить страницу через 10–15 минут",63
stg5_chunk_00251,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Ошибки при входе на сайт,Ошибка 404,Технические проблемы с сайтом и приложением > Ошибки при входе на сайт > Ошибка 404,"# Технические проблемы с сайтом и приложением
## Ошибки при входе на сайт
### Ошибка 404

- Страница не найдена - Возможно, товар был удалён из каталога - Проверьте правильность ссылки - Перейдите на главную страницу и найдите нужный товар через каталог",66
stg5_chunk_00252,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Ошибки при входе на сайт,Ошибка «Соединение не защищено»,Технические проблемы с сайтом и приложением > Ошибки при входе на сайт > Ошибка «Соединение не защищено»,"# Технические проблемы с сайтом и приложением
## Ошибки при входе на сайт
### Ошибка «Соединение не защищено»

- Проверьте дату и время на вашем устройстве — неправильное время может вызывать ошибку сертификата - Попробуйте другой браузер - Если ошибка сохраняется, обратитесь в поддержку",72
stg5_chunk_00253,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Ошибки при входе на сайт,Белая страница или бесконечная загрузка,Технические проблемы с сайтом и приложением > Ошибки при входе на сайт > Белая страница или бесконечная загрузка,"# Технические проблемы с сайтом и приложением
## Ошибки при входе на сайт
### Белая страница или бесконечная загрузка

- Очистите кэш и cookies - Отключите блокировщик рекламы - Попробуйте режим «Инкогнито» - Попробуйте другой браузер

---",66
stg5_chunk_00254,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Не приходят уведомления от сайта,,Технические проблемы с сайтом и приложением > Не приходят уведомления от сайта,"# Технические проблемы с сайтом и приложением
## Не приходят уведомления от сайта

Если вы не получаете email-уведомления о заказах, статусах и акциях:",39
stg5_chunk_00255,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Не приходят уведомления от сайта,Проверьте,Технические проблемы с сайтом и приложением > Не приходят уведомления от сайта > Проверьте,"# Технические проблемы с сайтом и приложением
## Не приходят уведомления от сайта
### Проверьте

1. Папку «Спам» в вашей почте 2. Правильность email в профиле 3. Настройки уведомлений в личном кабинете — убедитесь, что рассылка не отключена 4. Добавьте noreply@example-shop.ru в контакты или белый список",86
stg5_chunk_00256,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Не приходят уведомления от сайта,Если SMS-уведомления не приходят,Технические проблемы с сайтом и приложением > Не приходят уведомления от сайта > Если SMS-уведомления не приходят,"# Технические проблемы с сайтом и приложением
## Не приходят уведомления от сайта
### Если SMS-уведомления не приходят

1. Проверьте правильность номера телефона в профиле 2. Убедитесь, что у вас не включена блокировка SMS от коротких номеров 3. Обратитесь в поддержку для проверки настроек уведомлений

---",74
stg5_chunk_00257,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Как сообщить об ошибке на сайте?,,Технические проблемы с сайтом и приложением > Как сообщить об ошибке на сайте?,"# Технические проблемы с сайтом и приложением
## Как сообщить об ошибке на сайте?

Если вы нашли ошибку или баг на сайте:",29
stg5_chunk_00258,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Как сообщить об ошибке на сайте?,Как сообщить,Технические проблемы с сайтом и приложением > Как сообщить об ошибке на сайте? > Как сообщить,"# Технические проблемы с сайтом и приложением
## Как сообщить об ошибке на сайте?
### Как сообщить

- Напишите в чат на сайте - Отправьте email на support@example-shop.ru - Позвоните: 8-800-123-45-67",56
stg5_chunk_00259,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,Как сообщить об ошибке на сайте?,Что указать в обращении,Технические проблемы с сайтом и приложением > Как сообщить об ошибке на сайте? > Что указать в обращении,"# Технические проблемы с сайтом и приложением
## Как сообщить об ошибке на сайте?
### Что указать в обращении

- Описание проблемы - Скриншот ошибки (если возможно) - Браузер и версию (например, Chrome 120) - Устройство (компьютер, телефон, планшет) - Действия, которые привели к ошибке

Мы ценим обратную связь и стараемся исправлять ошибки в кратчайшие сроки.

---",95
stg5_chunk_00260,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,FAQ,"Сайт не работает, что делать?","Технические проблемы с сайтом и приложением > FAQ > Сайт не работает, что делать?","# Технические проблемы с сайтом и приложением
## FAQ
### Сайт не работает, что делать?

Проверьте интернет-соединение, очистите кэш браузера, попробуйте другой браузер. Если проблема на нашей стороне, мы публикуем информацию в Telegram-канале.",58
stg5_chunk_00261,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,FAQ,"Приложение вылетает, что делать?","Технические проблемы с сайтом и приложением > FAQ > Приложение вылетает, что делать?","# Технические проблемы с сайтом и приложением
## FAQ
### Приложение вылетает, что делать?

Перезапустите приложение, обновите до последней версии, очистите кэш. Если не помогает, переустановите приложение.",48
stg5_chunk_00262,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,FAQ,"Вижу ошибку 502, что это значит?","Технические проблемы с сайтом и приложением > FAQ > Вижу ошибку 502, что это значит?","# Технические проблемы с сайтом и приложением
## FAQ
### Вижу ошибку 502, что это значит?

Это серверная ошибка на нашей стороне. Обычно исправляется в течение 15–60 минут. Попробуйте обновить страницу позже.",50
stg5_chunk_00263,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,FAQ,Не могу добавить товар в корзину,Технические проблемы с сайтом и приложением > FAQ > Не могу добавить товар в корзину,"# Технические проблемы с сайтом и приложением
## FAQ
### Не могу добавить товар в корзину

Возможно, товар распродан. Очистите кэш, попробуйте другой браузер. Если проблема сохраняется, обратитесь в поддержку.",51
stg5_chunk_00264,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,FAQ,"Не могу оформить заказ, ошибка на последнем шаге","Технические проблемы с сайтом и приложением > FAQ > Не могу оформить заказ, ошибка на последнем шаге","# Технические проблемы с сайтом и приложением
## FAQ
### Не могу оформить заказ, ошибка на последнем шаге

Проверьте, что все поля заполнены корректно. Попробуйте другой браузер или мобильное приложение. Обратитесь в поддержку — мы поможем оформить заказ.",60
stg5_chunk_00265,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,FAQ,Не приходят письма от магазина,Технические проблемы с сайтом и приложением > FAQ > Не приходят письма от магазина,"# Технические проблемы с сайтом и приложением
## FAQ
### Не приходят письма от магазина

Проверьте папку «Спам», убедитесь в правильности email в профиле. Добавьте noreply@example-shop.ru в контакты.",56
stg5_chunk_00266,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,FAQ,"Как узнать, идут ли технические работы?","Технические проблемы с сайтом и приложением > FAQ > Как узнать, идут ли технические работы?","# Технические проблемы с сайтом и приложением
## FAQ
### Как узнать, идут ли технические работы?

Информация о плановых работах и сбоях публикуется в нашем Telegram-канале и социальных сетях.",46
stg5_chunk_00267,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,FAQ,"Сайт выглядит странно, верстка поехала","Технические проблемы с сайтом и приложением > FAQ > Сайт выглядит странно, верстка поехала","# Технические проблемы с сайтом и приложением
## FAQ
### Сайт выглядит странно, верстка поехала

Очистите кэш браузера, обновите страницу. Если проблема сохраняется, попробуйте другой браузер.",46
stg5_chunk_00268,technical_support,rag_raw,site_issues.md,ml\data\kb_stage5\raw\site_issues.md,Технические проблемы с сайтом и приложением,FAQ,Глючит форма входа,Технические проблемы с сайтом и приложением > FAQ > Глючит форма входа,"# Технические проблемы с сайтом и приложением
## FAQ
### Глючит форма входа

Очистите кэш и cookies, попробуйте режим «Инкогнито» или другой браузер. Если не помогает, обратитесь в поддержку.",51
stg5_chunk_00269,account,rag_raw,account_security.md,ml\data\kb_stage5\raw\account_security.md,Безопасность аккаунта и управление профилем,Краткий ответ,,Безопасность аккаунта и управление профилем > Краткий ответ,"# Безопасность аккаунта и управление профилем
## Краткий ответ

Для защиты аккаунта используйте надёжный уникальный пароль и не сообщайте его третьим лицам. Если вы заметили подозрительную активность, немедленно смените пароль и обратитесь в поддержку. Управлять данными профиля, менять пароль и настраивать уведомления можно в личном кабинете в разделе «Настройки профиля».

---",97
stg5_chunk_00270,account,rag_raw,account_security.md,ml\data\kb_stage5\raw\account_security.md,Безопасность аккаунта и управление профилем,Как сменить пароль?,Через личный кабинет,Безопасность аккаунта и управление профилем > Как сменить пароль? > Через личный кабинет,"# Безопасность аккаунта и управление профилем
## Как сменить пароль?
### Через личный кабинет

1. Войдите в аккаунт 2. Перейдите в раздел «Настройки профиля» 3. Нажмите «Изменить пароль» 4. Введите текущий пароль 5. Введите новый пароль 6. Подтвердите новый пароль 7. Нажмите «Сохранить»",80
